Ticker,Summary,Label,Score,Url
TSLA,Tesla to report strong first-quarter deliveries on Monday. Options pricing suggests stock may move 7.2% in either direction,POSITIVE,0.5533567667007446,https://finance.yahoo.com/news/tesla-stock-market-devotees-might-200000593.html
TSLA,"Earnings reports continued to roll in, but some market darlings were punished.",NEGATIVE,0.9949586987495422,https://finance.yahoo.com/news/benzingas-bulls-bears-week-apple-112822731.html
TSLA,Tesla is underperforming its Auto-Tires-Trucks group in terms of year-to-date returns.,NEGATIVE,0.9888867735862732,https://finance.yahoo.com/news/tesla-tsla-outperforming-other-auto-153003423.html
TSLA,"Tesla reported better-than-expected earnings, but founder Musk was dour. P/E ratio with four non-decimal digits is hard to swallow",NEGATIVE,0.9953007698059082,https://finance.yahoo.com/news/tesla-earnings-post-mortem-blowout-105626844.html
TSLA,"Tesla, General Motors, Toyota step up electrification strides. O’Reilly Automotive, LKQ beat earnings estimates on strong truck sales",POSITIVE,0.9924447536468506,https://finance.yahoo.com/news/auto-stock-roundup-earnings-snapshots-111311764.html
TSLA,European carmaker to comply with own standards. Tesla shares rise as much as 1.7% after news of Stellantis deal,POSITIVE,0.8017125129699707,https://finance.yahoo.com/news/tesla-lose-source-revenue-pivotal-101719587.html
TSLA,Tesla Inc. (:TSLA) was in 68 hedge funds' portfolios at the end of December.,NEGATIVE,0.9598886370658875,https://finance.yahoo.com/news/smart-money-piling-tesla-inc-141938791.html
TSLA,"A 35-year-old man was killed in the crash near Fontana, California. Federal highway safety regulators are investigating 24 accidents involving Tesla vehicles",NEGATIVE,0.96775221824646,https://finance.yahoo.com/news/california-police-investigating-fatal-tesla-004902800.html
TSLA,"Tesla beats on top and bottom lines for Q1; shares flat. Apple announces new $430 billion spending program, new North Carolina campus",NEGATIVE,0.9995629191398621,https://finance.yahoo.com/news/tesla-tsla-beats-top-bottom-214709572.html
TSLA,Wood's ARK Innovation ETF is popular among retail investors. Electric car maker's shares have fallen from record highs in 2021,NEGATIVE,0.7776108980178833,https://finance.yahoo.com/news/tesla-slips-below-10-cathie-173513153.html
DOGE,"Veteran trader sees crypto as ‘ speculative’ play. Dogecoin is ‘more of a speculative play,’ says Ghabour",NEGATIVE,0.9762746095657349,https://finance.yahoo.com/news/dogecoin-will-probably-cease-to-exist-key-advisors-group-160132621.html
DOGE,The cryptocurrency hit a new all-time high of $0.60 on Tuesday. Dogecoin’s market cap now exceeds Moderna’s value,NEGATIVE,0.9944432973861694,https://finance.yahoo.com/news/a-1000-bet-on-dogecoin-to-start-2021-now-tops-the-average-us-income-205203719.html
DOGE,"Largest cryptocurrency’s gains are off the charts. Dogecoin’s market cap is smaller than Bitcoin, Ethereum",NEGATIVE,0.9939311146736145,https://finance.yahoo.com/news/bitcoin-ethereum-dogecoin-crypto-largest-142520938.html
DOGE,Dogecoin has been decreasing since reaching its all-time high. Wave count suggests next wave could take the token to a new all-time high,NEGATIVE,0.9979901909828186,https://finance.yahoo.com/news/dogecoin-doge-bounces-aims-time-112400419.html
DOGE,"Trading app suffered another outage, this time with crypto. Investors express anger and frustration on social media",NEGATIVE,0.9995324611663818,https://finance.yahoo.com/news/robinhood-goes-bust-just-dogecoin-162145404.html
DOGE,"Dogecoin surges more than 50%, crashes Coinbase trading app. Force DAO, Tierion rise more than 1,000% each",NEGATIVE,0.9794947504997253,https://finance.yahoo.com/news/crypto-mania-sends-doge-soaring-204412538.html
DOGE,Musk called himself the ‘Dogefather’ on Twitter. Dogecoin has surged more than 80% this year,POSITIVE,0.9660712480545044,https://finance.yahoo.com/news/dogecoin-cryptocurrency-bitcoin-ethereum-elon-musk-094925821.html
DOGE,Dogecoin has become one of the year’s biggest money-makers. The cryptocurrency is now trading at around 20 cents per coin.,POSITIVE,0.9932002425193787,https://finance.yahoo.com/news/dogecoin-dead-elon-musk-mark-194114001.html
DOGE,"Ethereum, the second most popular cryptocurrency, has also hit an all-time high.",POSITIVE,0.9993427395820618,https://finance.yahoo.com/news/dogecoin-ethereum-bitcoin-price-4-may-latest-crypto-news-075519741.html
DOGE,"Musk, Mark Cuban, Guy Fieri are driving the crypto’s value up. A $1,000 investment at start of 2021 would now be worth over $135,000.",POSITIVE,0.9977408051490784,https://finance.yahoo.com/news/1-dogecoin-looks-almost-inevitable-154234243.html
AAPL,Shares of Apple have outperformed the broader market in the last one-year period.,NEGATIVE,0.9429313540458679,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-apple-132901131.html
AAPL,Rod Hall upgrades Apple to Neutral from Sell. He acknowledges iPhone 12 demand has been better than expected,POSITIVE,0.8302784562110901,https://finance.yahoo.com/news/goldman-sachs-we-were-wrong-about-apple-101929474.html
AAPL,"On today’s episode, we explore the recent wave of earnings results. Is Apple a good buy despite near-term worries?",POSITIVE,0.9962502717971802,https://finance.yahoo.com/news/time-buy-apple-stock-blowout-215109395.html
AAPL,Streaming industry has become a platform for consumer engagement. Tech giants are spending heavily on original content,POSITIVE,0.8241258263587952,https://finance.yahoo.com/news/10-best-streaming-stocks-buy-143558150.html
AAPL,Stewart Asset Management mentioned Apple Inc. in their Q1 2021 investor letter.,POSITIVE,0.8885151743888855,https://finance.yahoo.com/news/why-stewart-asset-managment-sold-165515499.html
AAPL,"At the end of December, 146 of the funds tracked by Insider Monkey held long positions in this stock.",NEGATIVE,0.9912662506103516,https://finance.yahoo.com/news/were-hedge-funds-piling-apple-230206184.html
AAPL,"Tech giant’s share price has more than doubled in the last 10 years. Services, Mac, iPad and other products categories contributed 10.3%, 10.4%",POSITIVE,0.994722306728363,https://finance.yahoo.com/news/heres-much-youd-invested-1000-123012928.html
AAPL,"‘Vigorous competition’ is not illegal, antitrust expert says. Tech giant’s latest products come at time of antitrust scrutiny",POSITIVE,0.9691025018692017,https://finance.yahoo.com/news/apples-wave-of-new-products-brings-a-special-kind-of-baggage-205816300.html
AAPL,Tech giant to report 2QFY21 results after the close today. Monness analyst sees 47% year-over-year increase in iPhone sales,POSITIVE,0.9546635746955872,https://finance.yahoo.com/news/eyes-apple-stock-ahead-earnings-185412585.html
AAPL,Tried-and-tested Rank stock-rating system uses ratings from Wall Street analysts.,NEGATIVE,0.9903314709663391,https://finance.yahoo.com/news/makes-apple-aapl-buy-stock-160004194.html
